1782877585.859617 server started (7833): version 3.7, socket /tmp/tmux-1000/default, protocol 8
1782877585.859720 on Linux 7.0.14-arch1-1 #1 SMP PREEMPT_DYNAMIC Sat, 27 Jun 2026 16:15:10 +0000
1782877585.859783 using libevent 2.1.12-stable poll
1782877585.859812 using ncurses 6.6 20251230
1782877586.063934 tty_draw_line: cell 54 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.063958 tty_draw_line: cell 55 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.063996 tty_draw_line: cell 56 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.064027 tty_draw_line: cell 57 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.064053 tty_draw_line: cell 58 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.064081 tty_draw_line: cell 59 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.064110 tty_draw_line: cell 60 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.064140 tty_draw_line: cell 61 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.064168 tty_draw_line: cell 62 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.064198 tty_draw_line: cell 63 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.064224 tty_draw_line: cell 64 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.064248 tty_draw_line: cell 65 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.064272 tty_draw_line: cell 66 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.064297 tty_draw_line: cell 67 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.064321 tty_draw_line: cell 68 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.064346 tty_draw_line: cell 69 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.064374 tty_draw_line: cell 70 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.064398 tty_draw_line: cell 71 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.064430 tty_draw_line: cell 72 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.064464 tty_draw_line: cell 73 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.064489 tty_draw_line: cell 74 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.064515 tty_draw_line: cell 75 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.064539 tty_draw_line: cell 76 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.064571 tty_draw_line: cell 77 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.064600 tty_draw_line: cell 78 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.064628 tty_draw_line: cell 79 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.064656 tty_draw_line: cell 80 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.064682 tty_draw_line: cell 81 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.064709 tty_draw_line: cell 82 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.064735 tty_draw_line: cell 83 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.064764 tty_draw_line: cell 84 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.064792 tty_draw_line: cell 85 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.064822 tty_draw_line: cell 86 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.064851 tty_draw_line: cell 87 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.064879 tty_draw_line: cell 88 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.064905 tty_draw_line: cell 89 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.064931 tty_draw_line: cell 90 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.064956 tty_draw_line: cell 91 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.064993 tty_draw_line: cell 92 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.065019 tty_draw_line: cell 93 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.065045 tty_draw_line: cell 94 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.065070 tty_draw_line: cell 95 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.065094 tty_draw_line: cell 96 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.065120 tty_draw_line: cell 97 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.065147 tty_draw_line: cell 98 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.065172 tty_draw_line: cell 99 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.065197 tty_draw_line: cell 100 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.065225 tty_draw_line: cell 101 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.065249 tty_draw_line: cell 102 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.065275 tty_draw_line: cell 103 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.065300 tty_draw_line: cell 104 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.065325 tty_draw_line: cell 105 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.065349 tty_draw_line: cell 106 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.065374 tty_draw_line: cell 107 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.065399 tty_draw_line: cell 108 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.065424 tty_draw_line: cell 109 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.065450 tty_draw_line: cell 110 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.065476 tty_draw_line: cell 111 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.065501 tty_draw_line: cell 112 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.065526 tty_draw_line: cell 113 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.065552 tty_draw_line: cell 114 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.065689 tty_draw_line: cell 115 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.065718 tty_draw_line: cell 116 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.065743 tty_draw_line: cell 117 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.065775 tty_draw_line: cell 118 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.065809 tty_draw_line: cell 119 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.065835 tty_draw_line: cell 120 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.065861 tty_draw_line: cell 121 empty 0, bg 8; state: current EMPTY, next DONE
1782877586.065893 /dev/pts/0: \r
1782877586.065921 /dev/pts/0: \n
1782877586.065948 /dev/pts/0: \033[K
1782877586.065993 screen_redraw_draw_pane: /dev/pts/0 %0 range 0 (0,17) width 121, tty (0,17) width 121
1782877586.066026 tty_draw_line: px=0 py=17 nx=121 atx=0 aty=17
1782877586.066057 tty_draw_line: drawing 0-121,17 (end 0) at 0,17; defaults: fg=8, bg=8
1782877586.066086 tty_draw_line: cell 0 empty 1, bg 8; state: current FIRST, next EMPTY
1782877586.066114 tty_draw_line: cell 1 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066153 tty_draw_line: cell 2 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066180 tty_draw_line: cell 3 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066206 tty_draw_line: cell 4 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066230 tty_draw_line: cell 5 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066242 tty_draw_line: cell 6 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066250 tty_draw_line: cell 7 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066257 tty_draw_line: cell 8 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066264 tty_draw_line: cell 9 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066275 tty_draw_line: cell 10 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066284 tty_draw_line: cell 11 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066294 tty_draw_line: cell 12 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066302 tty_draw_line: cell 13 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066310 tty_draw_line: cell 14 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066318 tty_draw_line: cell 15 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066327 tty_draw_line: cell 16 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066334 tty_draw_line: cell 17 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066341 tty_draw_line: cell 18 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066349 tty_draw_line: cell 19 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066357 tty_draw_line: cell 20 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066364 tty_draw_line: cell 21 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066374 tty_draw_line: cell 22 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066381 tty_draw_line: cell 23 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066388 tty_draw_line: cell 24 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066396 tty_draw_line: cell 25 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066403 tty_draw_line: cell 26 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066413 tty_draw_line: cell 27 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066421 tty_draw_line: cell 28 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066430 tty_draw_line: cell 29 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066437 tty_draw_line: cell 30 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066444 tty_draw_line: cell 31 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066453 tty_draw_line: cell 32 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066461 tty_draw_line: cell 33 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066471 tty_draw_line: cell 34 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066478 tty_draw_line: cell 35 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066488 tty_draw_line: cell 36 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066495 tty_draw_line: cell 37 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066510 tty_draw_line: cell 38 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066526 tty_draw_line: cell 39 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066533 tty_draw_line: cell 40 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066541 tty_draw_line: cell 41 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066548 tty_draw_line: cell 42 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066556 tty_draw_line: cell 43 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066564 tty_draw_line: cell 44 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066574 tty_draw_line: cell 45 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066581 tty_draw_line: cell 46 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066591 tty_draw_line: cell 47 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066599 tty_draw_line: cell 48 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066607 tty_draw_line: cell 49 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066614 tty_draw_line: cell 50 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066621 tty_draw_line: cell 51 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066631 tty_draw_line: cell 52 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066638 tty_draw_line: cell 53 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066646 tty_draw_line: cell 54 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066653 tty_draw_line: cell 55 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066661 tty_draw_line: cell 56 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066669 tty_draw_line: cell 57 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066678 tty_draw_line: cell 58 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066685 tty_draw_line: cell 59 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066693 tty_draw_line: cell 60 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066701 tty_draw_line: cell 61 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066708 tty_draw_line: cell 62 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066715 tty_draw_line: cell 63 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066723 tty_draw_line: cell 64 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066731 tty_draw_line: cell 65 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066739 tty_draw_line: cell 66 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066746 tty_draw_line: cell 67 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066753 tty_draw_line: cell 68 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066763 tty_draw_line: cell 69 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066770 tty_draw_line: cell 70 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066779 tty_draw_line: cell 71 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066788 tty_draw_line: cell 72 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066796 tty_draw_line: cell 73 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066803 tty_draw_line: cell 74 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066811 tty_draw_line: cell 75 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066819 tty_draw_line: cell 76 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066828 tty_draw_line: cell 77 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066835 tty_draw_line: cell 78 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066845 tty_draw_line: cell 79 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066852 tty_draw_line: cell 80 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066862 tty_draw_line: cell 81 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066869 tty_draw_line: cell 82 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066878 tty_draw_line: cell 83 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066898 tty_draw_line: cell 84 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066912 tty_draw_line: cell 85 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066919 tty_draw_line: cell 86 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066926 tty_draw_line: cell 87 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066936 tty_draw_line: cell 88 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066945 tty_draw_line: cell 89 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066953 tty_draw_line: cell 90 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066960 tty_draw_line: cell 91 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066978 tty_draw_line: cell 92 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066986 tty_draw_line: cell 93 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066992 tty_draw_line: cell 94 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.066999 tty_draw_line: cell 95 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.067006 tty_draw_line: cell 96 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.067013 tty_draw_line: cell 97 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.067021 tty_draw_line: cell 98 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.067031 tty_draw_line: cell 99 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.067038 tty_draw_line: cell 100 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.067045 tty_draw_line: cell 101 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.067054 tty_draw_line: cell 102 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.067062 tty_draw_line: cell 103 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.067071 tty_draw_line: cell 104 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.067078 tty_draw_line: cell 105 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.067087 tty_draw_line: cell 106 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.067094 tty_draw_line: cell 107 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.067102 tty_draw_line: cell 108 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.067109 tty_draw_line: cell 109 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.067117 tty_draw_line: cell 110 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.067124 tty_draw_line: cell 111 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.067131 tty_draw_line: cell 112 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.067139 tty_draw_line: cell 113 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.067146 tty_draw_line: cell 114 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.067153 tty_draw_line: cell 115 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.067163 tty_draw_line: cell 116 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.067170 tty_draw_line: cell 117 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.067177 tty_draw_line: cell 118 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.067185 tty_draw_line: cell 119 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.067192 tty_draw_line: cell 120 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.067199 tty_draw_line: cell 121 empty 0, bg 8; state: current EMPTY, next DONE
1782877586.067209 /dev/pts/0: \r
1782877586.067216 /dev/pts/0: \n
1782877586.067223 /dev/pts/0: \033[K
1782877586.067234 screen_redraw_draw_pane: /dev/pts/0 %0 range 0 (0,18) width 121, tty (0,18) width 121
1782877586.067242 tty_draw_line: px=0 py=18 nx=121 atx=0 aty=18
1782877586.067250 tty_draw_line: drawing 0-121,18 (end 0) at 0,18; defaults: fg=8, bg=8
1782877586.067260 tty_draw_line: cell 0 empty 1, bg 8; state: current FIRST, next EMPTY
1782877586.067268 tty_draw_line: cell 1 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.067276 tty_draw_line: cell 2 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.067283 tty_draw_line: cell 3 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.067297 tty_draw_line: cell 4 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.067310 tty_draw_line: cell 5 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.067317 tty_draw_line: cell 6 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.067324 tty_draw_line: cell 7 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.067332 tty_draw_line: cell 8 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.067339 tty_draw_line: cell 9 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.067346 tty_draw_line: cell 10 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.067355 tty_draw_line: cell 11 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.067362 tty_draw_line: cell 12 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.067372 tty_draw_line: cell 13 empty 1, bg 8; state: current EMPTY, next EMPTY
